ACC,Cell membrane,Cytoplasm,Endoplasmic reticulum,Golgi apparatus,Lysosome/Vacuole,Mitochondrion,Nucleus,Peroxisome
Q9H4M9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q641Z6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
G5EGM1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8BGR2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5U308,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7L1W4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q1JS87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3ETQ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E1AWD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3ETQ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3F828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3VZU0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B5A9S9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P79875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P79874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P79876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0SN42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E1B245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E1B240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H0D7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H0D8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0SN45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2UXR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2UXR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0C5W7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E1AXF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2UXR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E7EKD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E7EKD0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A7WNV4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0SN38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H0D4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E1B243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P85071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A8DY01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A8B5P0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BZD6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E1AXF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E1B231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2WCN7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3RT17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3RT23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3RT24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E7EKI0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3RT18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3RT22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0AEI6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H0D6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E1AWD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q1JS89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H0D5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P86093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0AEI5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2WCN8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E1AXF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2UXR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E1B230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P85070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E1AWD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9HB58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q6YKB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q23175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9VDV3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9BYI3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E7EKC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A7WNV7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8NBM4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E1AWD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P84276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A7WNV6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A7WNV3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A7WNV5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0DM21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P58811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P50982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P56639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P56640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P56638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0DPL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0DPM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96EE3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Q9NZH0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q960N3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O76357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q9EST4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q5T1V6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9BSL1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9YHZ6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q90Y12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2PE51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P01021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q3UTY6-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8MU95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2D6K9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9UPN7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O75170,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q0KHQ5-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6E1M8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q19325,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
B2RXV4-2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P62487,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9Z2Y0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
H2A0L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0DQA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0DQA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2AU37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
O15033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6AYJ4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8C5S7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9CQT2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9Y580,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8IYR6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6X4W1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8IWY4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6EV70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q5VT66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q96BS2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9JKL5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q6UWT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8T0W8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P50133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P25961,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P63076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96F46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96F46-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q14934,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8K120,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9UBK8-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96BI3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Q9VLJ6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9XSM3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q924B5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9JMI7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P63015-3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q29102-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BY08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
O02300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P35813,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P49443,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P36993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O75688,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P08138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q810Y4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P83006,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
P17568,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A0A1B0GVQ0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q8NHG8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P69744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P18428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O54885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q99JB7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9JL18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7TQQ0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M0R5D6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9P032,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q22695,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5BJ29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5BJF2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Q5QJU3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P0C5X8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P25107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P15289,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q99N28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E3SCZ8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q4W815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O15392,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P12624,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O09046-2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q8IZJ1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08760,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q9UIJ7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P36639-4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Q8TCT0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9H147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P34547,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9QZI9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q8R426,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NZI2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9JJ57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9TU31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6I9Y2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
O95210,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q8T115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q61074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P20353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8WWI5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q6IAA8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q9BY42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P16671,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q08857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q07969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1QC45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O75695,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P06239,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8VHV1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8WXS3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q14699,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
G5EBX9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1LM93,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
H2KZM9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q09143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O08715-3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
O08715-4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
G5EE56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P63094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P15813,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Q8N307,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08631-2,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Q9BSF0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q76G19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P56749,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A6NI79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8WTV0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6A0D4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08754,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P10824,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P63096,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P18872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P04899,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P06240,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P14234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A1A5H8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0DPQ9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6EWH2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q18PF5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Z0F5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P54577,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q62875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P17544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P17544-5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8R0S1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
O75676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q86UD5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q61496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q22560,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O01422,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q3TB92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P12235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
O77774,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q95QI7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
O60602,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7Z3E5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M0RAU5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Y3A6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
P13637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q99LW6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8IY57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P61970,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q6AXZ5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q99ML0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9H222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P61372-2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P61372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A0A1L8G2K9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P04919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O08561,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A4PES0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q75V66,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9NP61,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0A0U1RRE5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P10909-6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NPF8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6NRK1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Y2K6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O44548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q09014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P14598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P82251,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O02810,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P21964-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P22734-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9UBF8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q27884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P37058,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q8R1F1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
H2MTR9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M0RCP6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9Y2D8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9WUS4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P17302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08050,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P23242,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P28236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P48165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P55917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P36381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Y6H8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P29414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9TU17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7TN98,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Q93712,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8NEB9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
O75031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9NRJ1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
O95810,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q66H98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q63918,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q92989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q96DM3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q9WU01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P49619,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8ML92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q969X6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P0C0T2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P57721,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q07243,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q14872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q2L6W9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9NZD8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Q5M8C6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Y2E8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q96T68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q91YI4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9BXL6-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BXL6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9JMB1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q95460,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Q95460-3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q99PE8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BWM7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P34082-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P50430,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q64282,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8K1T0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P57727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P18850,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Q8VC56,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
O76064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8CDR2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9V452,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q95XQ1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A9UHW6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9Z2Y3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NSB8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O88801,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q95ZK7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q86VQ0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q80ST9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5U2Y9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96PP9,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Q9VHI4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q91VJ2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8R5A3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P37238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9NS86,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q96T60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8N144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q18452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A0A0V662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8INF7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5RLM2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Y694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q18510,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
D4ACN8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9D3P8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9HBL7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8T0W2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6QD73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8WXD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q19705,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NS93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
